Invoice Text,Category
HP Store - whiteboard markers for corporate account PO#19232,Office Supplies
ADOBE developer tools,Cloud/Software
IHG HOTELS travel expense Amt INR 39736,Travel
database hosting from Oracle,Cloud/Software
Industrial Hub inv0ice for electronic components INV-2026-8573,Inventory
IHG HOTELS hotel accommodation,Travel
AIRTEL gas utility payment,Utilities
flight ticket from Air India,Travel
HP Store invoice for office stationery ref:926762,Office Supplies
Staples - printer paper for corporate account INV-2026-8573,Office Supplies
Google Cloud invoice for monthly compute usage,Cloud/Software
developer tools from Atlassian ref:926762,Cloud/Software
Blue Dart inv0ice for shipping surcharge,Logistics
PackRight finished goods procurement ref:926762,Inventory
Shadowfax express parcel,Logistics
IRCTC rail ticket booking Amt INR 39736,Travel
gas utility payment from CESC ref:926762,Utilities
BSNL telephone charges ref:926762,Utilities
packaging materials billed by ElectroParts,Inventory
IndiGo invoice for flight ticket INV-2026-8573,Travel
Municipal Water telephone chg,Utilities
Airtel meter consumption charges Amt INR 39736,Utilities
Mega Wholesale - packaging materials for corporate account Amt INR 39736,Inventory
ENERGY BOARD water charges ref:926762,Utilities
ZOHO monthly compute usage,Cloud/Software
WB Stationers - office pens for corporate account,Office Supplies
SKU inventory purchase from SteelWorks PO#19232,Inventory
Municipal Water - electricity bill for corporate account,Utilities
travel expense from SpiceJet,Travel
SHADOWFAX air freight PO#19232,Logistics
electronic components billed by Mega Wholesale,Inventory
GATI cargo handling,Logistics
HP Store - printer cartridges for corporate account INV-2026-8573,Office Supplies
bulk procurement of components from AgriSupply,Inventory
SpiceJet airfare for business trip Amt INR 39736,Travel
PaperMart - folders and binders for corporate account,Office Supplies
SaaS license billed by AWS PO#19232,Cloud/Software
Jio Fiber utility surcharge,Utilities
cab reimbursement from Air India PO#19232,Travel
courier chg from Gati PO#19232,Logistics
MUNICIPAL WATER water chg,Utilities
travel expense from Uber,Travel
Staples invoice for printer toner PO#19232,Office Supplies
AKASA AIR rail ticket booking PO#19232,Travel
Staples - desk supplies for corporate account PO#19232,Office Supplies
cloud hosting billed by AWS ref:926762,Cloud/Software
telephone charges billed by Vodafone,Utilities
office pens from Canon Supplies,Office Supplies
CESC utility surcharge ref:926762,Utilities
FedEx - cargo handling for corporate account INV-2026-8573,Logistics
packaging materials billed by AgriSupply ref:926762,Inventory
whiteboard markers from WB Stationers,Office Supplies
SpiceJet - lodging charges for corporate account Amt INR 39736,Travel
packaging materials from AgriSupply PO#19232,Inventory
GLOBAL TRADERS raw material purchase INV-2026-8573,Inventory
AWS invoice for API usage charges,Cloud/Software
ChemStore packaging materials,Inventory
airfare for business trip billed by IHG Hotels Amt INR 39736,Travel
electronic components billed by ElectroParts,Inventory
ADOBE developer tools,Cloud/Software
Global Traders warehouse stock replenishment PO#19232,Inventory
Ola - hotel accommodation for corporate account ref:926762,Travel
air freight billed by DTDC,Logistics
FedEx - warehouse delivery for corporate account,Logistics
ELECTROPARTS sku inventory purchase,Inventory
folders and binders from Office Depot,Office Supplies
airport transfer from Uber,Travel
PAPERMART office pens,Office Supplies
BSNL utility surcharge ref:926762,Utilities
Local Office Mart printer toner,Office Supplies
courier charges billed by UPS,Logistics
office pens from HP Store INV-2026-8573,Office Supplies
VODAFONE water utility charges PO#19232,Utilities
conference travel from Ola ref:926762,Travel
Canon Supplies - printer paper for corporate account,Office Supplies
XpressBees invoice for air freight ref:926762,Logistics
Ola hotel accommodation INV-2026-8573,Travel
Tata Power invoice for internet bill INV-2026-8573,Utilities
Canon Supplies - notebooks for corporate account,Office Supplies
MakeMyTrip - flight ticket for corporate account,Travel
Adobe - API usage charges for corporate account,Cloud/Software
folders and binders from Local Office Mart INV-2026-8573,Office Supplies
flight ticket billed by Marriott Amt INR 39736,Travel
WB STATIONERS printer paper Amt INR 39736,Office Supplies
VODAFONE gas utility payment Amt INR 39736,Utilities
industrial inventory billed by Industrial Hub,Inventory
Oracle - database hosting for corporate account,Cloud/Software
DHL shipping surcharge PO#19232,Logistics
GitHub - monthly compute usage for corporate account INV-2026-8573,Cloud/Software
electronic components from PackRight,Inventory
XpressBees invoice for last mile shipment Amt INR 39736,Logistics
Blue Dart - cargo handling for corporate account Amt INR 39736,Logistics
Canon Supplies printer toner,Office Supplies
client meeting travel billed by IndiGo ref:926762,Travel
client meeting travel billed by Marriott Amt INR 39736,Travel
Salesforce - software subscription for corporate account Amt INR 39736,Cloud/Software
Uber - flight ticket for corporate account INV-2026-8573,Travel
Blue Dart - warehouse delivery for corporate account Amt INR 39736,Logistics
Tata Power - gas utility payment for corporate account ref:926762,Utilities
Airtel - office electricity usage for corporate account,Utilities
industrial inventory from Mega Wholesale,Inventory
developer tools billed by GitHub,Cloud/Software
express parcel billed by FedEx,Logistics
WB Stationers invoice for staplers ref:926762,Office Supplies
Shadowfax inv0ice for cargo handling PO#19232,Logistics
desk supplies from Office Depot INV-2026-8573,Office Supplies
Adobe - software subscription for corporate account ref:926762,Cloud/Software
Canon Supplies desk supplies PO#19232,Office Supplies
UPS - road transport for corporate account,Logistics
SteelWorks invoice for industrial inventory ref:926762,Inventory
ChemStore invoice for finished goods procurement,Inventory
Gati freight charges,Logistics
utility surcharge billed by Jio Fiber Amt INR 39736,Utilities
Local Office Mart printer paper PO#19232,Office Supplies
HP Store desk supplies PO#19232,Office Supplies
ORACLE crm subscription,Cloud/Software
PaperMart printer toner PO#19232,Office Supplies
Shadowfax invoice for shipping surcharge,Logistics
Uber airfare for business trip,Travel
OLA travel expense PO#19232,Travel
HP STORE whiteboard markers,Office Supplies
office electricity usage billed by CESC,Utilities
JIO FIBER meter consumption charges,Utilities
Global Traders - warehouse stock replenishment for corporate account INV-2026-8573,Inventory
Canon Supplies office pens ref:926762,Office Supplies
cab reimbursement from Air India,Travel
AIRTEL internet bill,Utilities
Jio Fiber invoice for electricity bill,Utilities
shipping surcharge from Delhivery Amt INR 39736,Logistics
electricity bill from BSNL INV-2026-8573,Utilities
Municipal Water water charges,Utilities
IndiGo invoice for flight ticket Amt INR 39736,Travel
warehouse stock replenishment from PackRight,Inventory
IndiGo flight ticket INV-2026-8573,Travel
XpressBees - courier charges for corporate account INV-2026-8573,Logistics
Municipal Water invoice for electricity bill,Utilities
AWS database hosting,Cloud/Software
IRCTC - conference travel for corporate account,Travel
desk supplies billed by Local Office Mart,Office Supplies
raw material purchase billed by ChemStore ref:926762,Inventory
printer paper billed by Canon Supplies PO#19232,Office Supplies
CRM subscription from Microsoft INV-2026-8573,Cloud/Software
Jio Fiber inv0ice for internet bill INV-2026-8573,Utilities
Blue Dart inv0ice for warehouse delivery INV-2026-8573,Logistics
lodging charges billed by Uber ref:926762,Travel
Energy Board inv0ice for water utility chg PO#19232,Utilities
HP STORE office stationery ref:926762,Office Supplies
Global Traders invoice for bulk procurement of components ref:926762,Inventory
WB Stationers - notebooks for corporate account Amt INR 39736,Office Supplies
Canon Supplies printer paper Amt INR 39736,Office Supplies
GITHUB crm subscription,Cloud/Software
SKU inventory purchase from ElectroParts Amt INR 39736,Inventory
office electricity usage billed by BSNL Amt INR 39736,Utilities
MakeMyTrip - airfare for business trip for corporate account,Travel
IRCTC airfare for business trip,Travel
Vodafone utility surcharge ref:926762,Utilities
warehouse stock replenishment billed by Global Traders Amt INR 39736,Inventory
OpenAI - monthly compute usage for corporate account,Cloud/Software
SaaS license billed by Atlassian Amt INR 39736,Cloud/Software
JIO FIBER gas utility payment INV-2026-8573,Utilities
hotel accommodation billed by IHG Hotels INV-2026-8573,Travel
PrintHub invoice for whiteboard markers,Office Supplies
water charges billed by BSNL ref:926762,Utilities
IHG Hotels - cab reimbursement for corporate account INV-2026-8573,Travel
ORACLE cloud hosting,Cloud/Software
GATI cargo handling,Logistics
GitHub SaaS license Amt INR 39736,Cloud/Software
printer toner from WB Stationers ref:926762,Office Supplies
ZOHO database hosting INV-2026-8573,Cloud/Software
utility surcharge from Airtel PO#19232,Utilities
developer tools billed by Atlassian,Cloud/Software
GATI last mile shipment,Logistics
Shadowfax courier charges,Logistics
Atlassian - CRM subscription for corporate account INV-2026-8573,Cloud/Software
CHEMSTORE packaging materials ref:926762,Inventory
FedEx last mile shipment Amt INR 39736,Logistics
SaaS license from Atlassian Amt INR 39736,Cloud/Software
annual renewal from AWS ref:926762,Cloud/Software
WB Stationers invoice for office stationery,Office Supplies
ChemStore - electronic components for corporate account,Inventory
Mega Wholesale invoice for SKU inventory purchase,Inventory
Global Traders invoice for warehouse stock replenishment INV-2026-8573,Inventory
database hosting from Microsoft ref:926762,Cloud/Software
HP Store invoice for folders and binders,Office Supplies
printer paper billed by PrintHub,Office Supplies
DTDC cargo handling,Logistics
PaperMart invoice for folders and binders PO#19232,Office Supplies
GLOBAL TRADERS industrial inventory ref:926762,Inventory
Local Office Mart inv0ice for printer paper,Office Supplies
industrial inventory from ChemStore,Inventory
AgriSupply manufacturing supplies PO#19232,Inventory
PRINTHUB whiteboard markers,Office Supplies
STAPLES notebooks,Office Supplies
WB STATIONERS office stationery Amt INR 39736,Office Supplies
STAPLES printer paper ref:926762,Office Supplies
Ola - conference travel for corporate account,Travel
UPS invoice for shipping surcharge,Logistics
ElectroParts - manufacturing supplies for corporate account Amt INR 39736,Inventory
office electricity usage from Airtel,Utilities
ElectroParts invoice for warehouse stock replenishment,Inventory
STAPLES notebooks,Office Supplies
collaboration software billed by Salesforce,Cloud/Software
Energy Board electricity bill PO#19232,Utilities
office stationery from WB Stationers,Office Supplies
gas utility payment billed by Airtel,Utilities
cloud hosting billed by Microsoft,Cloud/Software
SpiceJet inv0ice for cab reimbursement,Travel
Global Traders - finished goods procurement for corporate account ref:926762,Inventory
VODAFONE internet bill,Utilities
GATI last mile shipment,Logistics
Salesforce annual renewal INV-2026-8573,Cloud/Software
Industrial Hub raw material purchase ref:926762,Inventory
Airtel internet bill,Utilities
printer toner from PaperMart INV-2026-8573,Office Supplies
broadband invoice from BSNL Amt INR 39736,Utilities
utility surcharge billed by Municipal Water,Utilities
Jio Fiber - electricity bill for corporate account PO#19232,Utilities
DELHIVERY warehouse delivery,Logistics
cloud hosting billed by OpenAI PO#19232,Cloud/Software
Google Cloud - annual renewal for corporate account PO#19232,Cloud/Software
office pens billed by Office Depot Amt INR 39736,Office Supplies
manufacturing supplies from ChemStore ref:926762,Inventory
AWS - monthly compute usage for corporate account,Cloud/Software
Delhivery - shipping surcharge for corporate account,Logistics
ElectroParts - industrial inventory for corporate account ref:926762,Inventory
AWS annual renewal ref:926762,Cloud/Software
Marriott inv0ice for lodging chg,Travel
UPS invoice for courier charges PO#19232,Logistics
last mile shipment from Gati,Logistics
CESC utility surcharge Amt INR 39736,Utilities
airport transfer from Marriott,Travel
CANON SUPPLIES desk supplies,Office Supplies
AGRISUPPLY warehouse stock replenishment,Inventory
ATLASSIAN saas license PO#19232,Cloud/Software
Adobe - developer tools for corporate account,Cloud/Software
